"reviewId","resId","review","stars","reviewDate","resId","resName","numReviews","resAddress","resCat","yelpUrl","rating"
"100","125","I'm always looking for more options when it comes to getting a quick bite. Ive seen this popular street food from China on the internet and always wanted to try it. The staff was awesome and welcoming, offering many variations of this tasty package. Upon recieving the food, I was suprisingly directed to a box for gloves. It was a convenient way to fresh eggy crepe while keeping hands clean. The ingredients within were crisp and plentiful, the green onion and lettuce along with the cracker inside were a nice bite. The spice level was perfect and it was a well rounded snack to have on an afternoon just walking by. I wish there were more places with choices like these!","5","8/3/2019","125","BCZhang","45 reviews","4730 University Way NE","Chinese","http://yelp.com/biz/bczhang-seattle","4"
"101","126","The restaurant is kinda tucked away on a lower floor. Humble atmosphere, kinda small space, and the tables felt a bit closely packed. I was pleasantly surprised by the price point- $8.99 for a hot pot bibimbap is the lowest price I have ever experienced. It was delicious and filling and came with sides. Some reviewers say that the quality here isn't the best but all I know is that my taste buds and stomach were happy and I didn't have to spend that much for a nice sit-down meal. Service was great and the food came relatively quickly. The menu doesn't have a large selection but I don't mind because I always just stick to a few items.","5","11/4/2019","126","Korean Tofu House","667 reviews","4142 Brooklyn Ave NE","Korean","http://yelp.com/biz/korean-tofu-house-seattle","3"
"102","126","As the Seattle freeze slowly starts to roll in, my body demands a different group of dishes; and Korean tofu soup (sundubu) is near the top of this list. Korean Tofu House happily delivers; with large, cheap, no frills, inexpensive portions that hit the spot. Don't come here for service. Don't come here for fine dining. Don't even come here for cleanliness (I once found a piece of plastic in my soup lol). Come here for some solid authentic Korean soul-warming food. With regards to what to order, I've been here a few times and always circle back to the tofu soup and suggest you do the same. A side meat dish is nice to have too - the bulgogi beef comes as a super generous portion size and is tasty as a supplement to the soup. Purple rice is a nice touch too and the bonchon is a good variety albeit hard to get refilled due to the service. Happy souping.","4","10/9/2019","126","Korean Tofu House","667 reviews","4142 Brooklyn Ave NE","Korean","http://yelp.com/biz/korean-tofu-house-seattle","3"
"103","126","Late Sunday night called for Korean cravings, which ultimately led us here. WAITIt was surprisingly busy at 8pm on a Sunday night, but it is in the U District, so there's a lot of college kids who eat later. We waited probably 10 minutes for a table. AMBIANCEIt really reminds me of Chipotle with the sheet metal and wood trim decor. Nothing amazing about the space, service is quick and too the point like most restaurants off the ave. FOODI went with the classic Bibimbap, and was a little disappointed. The flavors just weren't there, and I had to rely on a lot of gochujang to get something out of the dish. The ingredients weren't the freshest, but it was still alright. The banchan options were pretty limited as well. The pancake was stale and felt like it had been sitting out all day, and the kimchi wasn't great.Their Beef Soonduboo was good for the price. They're known here for their tofu soups, so I'd stick with those.OVERALLCome for the tofu soup, or if you're just really craving korean food. There aren't too many traditional korean options in Seattle, so Korean Tofu House gets the job done, but I probably wouldn't go out of my way to get it again.","3","10/6/2019","126","Korean Tofu House","667 reviews","4142 Brooklyn Ave NE","Korean","http://yelp.com/biz/korean-tofu-house-seattle","3"
"104","126","One of the best korean restaurants near UW! The prices are super affordable and comes with several side dishes. I got the squid sizzling stone pot bibimbap and it was $9.49 without tax (as of 11/04/19). When the squid bibimbap arrived it was hot and steamy and continued to do so throughout most of the meal. There was a good amount of squid and cut into a perfect size to chew on. It was tender and every bite was satisfying, making you want to keep chewing on and on. It's like the sensation you have when chewing boba. As for everything else, the vegetables and rice complemented the squid making it the perfect dish when craving something spicy on a cold day. For the flavor and taste I could only taste the spiciness and sauce but I was still satisfied. Bottom line: Good traditional korean restaurant that's cheap. Service: Came in during 4-5 pm so was not very busy. Employees are nice and chill.","5","11/10/2019","126","Korean Tofu House","667 reviews","4142 Brooklyn Ave NE","Korean","http://yelp.com/biz/korean-tofu-house-seattle","3"
"105","126","Good enough to get your Korean fix for cheap but no more than that. It's a cheap student restaurant at most.I usually get the hot pot bulgogi or stone pot bibimbap. Both are a bit stingy on the meat, but this is not too out of the ordinary. Taste for both is alright -- nothing terrible, but nothing to hit home about.Banchan is not always the freshest and pretty meh at best. Service is not on the attentive side (it's tip optional, so kinda expected). Students (presumably) working summers here appear to be slightly clueless on waiting tables and managing house.Tl; DR -- mediocre student Korean food, meh service, student price","3","7/10/2019","126","Korean Tofu House","667 reviews","4142 Brooklyn Ave NE","Korean","http://yelp.com/biz/korean-tofu-house-seattle","3"
"106","126","Great place to go if you want a lot of food at an affordable price!Went here a couple of days ago to get some Korean tofu soup. I ordered the mixed tofu soup, and it came out quickly. Make sure you don't burn your tongue because it comes out piping hot. The server would plop a fresh egg into the boiling soup, so make sure to cover the egg with the tofu and other things in the soup to cook it enough. The mixed soup included beef, shrimp, and clams. However, the majority of it was tofu with 1 shrimp, 2 clams, and some sprinkling of beef. The soup was way too salty for my liking, and I got so full from eating the rice to balance out the saltiness.They also had a good amount of side dishes. The server brought out kimchi, bean sprouts, fish cakes, braised potatoes, and some chopped up green onion pancakes. You can tell these dishes came out from large batches because they weren't that fresh. The green onion pancakes were especially staler and cold.Service was not the best, but it's understandable because there were only 2 servers for a packed restaurant. I'd like to come back to try bibambop or bulgogi.","4","7/10/2019","126","Korean Tofu House","667 reviews","4142 Brooklyn Ave NE","Korean","http://yelp.com/biz/korean-tofu-house-seattle","3"
"107","126","My college friends and I love coming here for a hot and filling meal. Be warned though- this place fills up quickly even during off hours!Their banchan (included appetizers) includes honey potato, kimchee, bean sprouts, fish cake, and green onion pancake. My favorite is the fish cake. Note: they will also give you banchan if you order takeout!My favorite dishes here are the Toppokki and the Jap Chae. The Toppokki (cylindrical rice cakes) have a similar texture to mochi and are served in a super spicy and red Korean sauce. The dish also has a little bit of beef bulgogi, onions, and lettuce. Traditionally it is served with ramen on top (+$1), but I prefer mine without the extra noodles. The purple rice is complementary and is an absolute must in order to eat this dish.The Jap Chae (sesame oil glass noodles) is enough to serve at least 2-3 people. It has mushrooms, onion, carrots, and pork. It has no spice, so it's perfect for people who don't like the extra heat!","4","4/6/2019","126","Korean Tofu House","667 reviews","4142 Brooklyn Ave NE","Korean","http://yelp.com/biz/korean-tofu-house-seattle","3"
"108","126","There's not many decent Korean options in Seattle so I'm glad to have a tasty, affordable tofu soup spot within a 5 min drive from my place. Korean Tofu House is a nice hole in the wall Korean restaurant specializing in tofu soup right along the Ave.Ambience: It feels pretty Korean, decently clean and tidy. It's not too loud in the restaurant even when busy.Service: Service was, interesting. The servers I've had were great. College kids mostly, one I ended up talking to who picked up the job as a summer gig. However, one server did tell me the manager was complaining that they were serving too many side dishes, which is a major red flag.Food: The food is decent. The prices were actually really fair, better than the other tofu house across the street. My favorite were the side dishes. They have a really tasty pancake dish that my friend and I asked for tons of extras for, as well as the savory potato dish that's pretty rare to find at Korean restaurants nowadays.Overall I've had great experiences eating here and would definitely recommend checking this place out.","4","8/12/2019","126","Korean Tofu House","667 reviews","4142 Brooklyn Ave NE","Korean","http://yelp.com/biz/korean-tofu-house-seattle","3"
"109","126","All the tofu soups are priced at $8.99!! Ordered the mixed (beef and seafood) extra spicy. Came with refillable purple rice & side dishes -- loved the kimchi. Wish soup were less watery and even spicier but glad I got my soondubu fix!","4","8/17/2019","126","Korean Tofu House","667 reviews","4142 Brooklyn Ave NE","Korean","http://yelp.com/biz/korean-tofu-house-seattle","3"
"110","126","I had their mixed tofu soup and it was hands down way better than Kong and the other Korean restaurants I had before. The side dishes were okay and the only thing I liked was the potatoes those were 5/5. The only thing I would be slightly concerned about is the cleanliness cause a big juicy fly landed on one of the side dish while we were eating and that was kind of horrifying.","4","11/6/2019","126","Korean Tofu House","667 reviews","4142 Brooklyn Ave NE","Korean","http://yelp.com/biz/korean-tofu-house-seattle","3"
"111","126","Came here on a busy Sunday afternoon. We walked in and luckily a small table for 2 just finished so, we were seated right away.  The server handed us a menu, although it was one-sided, surprisingly they had quite a selection. Their dishes ranged from spicy tofu soup to Bulgogi to yukgaejang to bibimbap.It was a cold frosty day so we both decided on spicy tofu soup, one pork and the other seafood. We also ordered japche as well. The servers brought us some panchan; kimchi (wasnt done yet), chives pancake (cold and not crispy), sweet potatoes (delish), fish cakes (yum) & bean sprouts (not bad) - 3 stars.After snacking on those side dishes for a few mins, our tofu soups came out bubbling hot. The server also brought out a couple eggs & cracked them right into our stone pot soups. The soup was spicy and delicious! It totally hit the spot - 5 stars!The japche finally came out after a handful of mins. At first, we couldnt really taste anything but more of just a sweetness. Then we realized it's because we have been eating the super flavorful tofu soup so, it made the noodle dish bland in comparison. So, we decided to pack the japche up and try it again later. Sure enough, the japche was definitely tastier the 2nd time around with our palates cleansed and tastes buds back to normal - 5 stars.Overall, I'd give this spot 4 stars. Service was on point and prices were fair. Looking for street parking was no fun. Main dishes were good; the side dishes can use some work. If I am in the area again, I'd like to come back to try other things on their menu.","4","2/5/2019","126","Korean Tofu House","667 reviews","4142 Brooklyn Ave NE","Korean","http://yelp.com/biz/korean-tofu-house-seattle","3"
"112","126","AKA Myung Dong - basement level.  Walk down and wait to be seated. Price is cheap, very cheap.  Its located at the college town? Definitely no frills tofu restaurant.  Wait staff will bring heaping bowl of colored rice ( one with red beam) and several banchan.  Each bowl comes with egg.  She will crack it in if you like.  Mine was on spicy side.  Food came out very quick considering it was full house.  Definitely recommend! We parked southwest corner and several homeless people, if you are uncomfortable.","4","8/10/2019","126","Korean Tofu House","667 reviews","4142 Brooklyn Ave NE","Korean","http://yelp.com/biz/korean-tofu-house-seattle","3"
"113","126","I feel like all the negative reviews are from people complaining about the rude guy. I fortunately interacted with a younger lady who was attentive and fast. This place is definitely built for efficiency and getting a quick, yummy meal at an affordable price. I enjoyed my no frills Korean meal. My party had the kimchi jigae, bi bim bap and spicy squid. All delicious! I would definitely go here again if I was in the area, though I wouldn't go out of my way to get here.","4","10/2/2019","126","Korean Tofu House","667 reviews","4142 Brooklyn Ave NE","Korean","http://yelp.com/biz/korean-tofu-house-seattle","3"
"114","126","This place deserves a zero star rating. The server attitude was terrible today. I came by for lunch and didn't feel impress with the customer service. An Asian guy worked in front alone, he was very rude. When he took us to the table, he threw the menu on the table and walked away. Are you kidding me? I was there to buy food, not to ask for a free meal. If you really hate your job or something happens to your life, take a day off man or quit the job. He even said F*** when he walked pass us. If the restaurant still keep this guy around, I'm sure they will keep loosing more customers. The person next to us agree that the service was terrible and rude. I would not surprise that a couple walked out the restaurant after sitting down for a few minutes. I wanted to leave after saw them walked out, but I was too hungry to go find another place.It wasn't my first time eating here. Back in the day, the service was great. Today, the service went downhill. I would not come back even the foods are goods. I rather save my times and my money to eat somewhere else, where people don't treat you like sh***.","1","9/2/2019","126","Korean Tofu House","667 reviews","4142 Brooklyn Ave NE","Korean","http://yelp.com/biz/korean-tofu-house-seattle","3"
"115","126","The manager at the restaurant is racist. The receptionist seated us at our table and served us water. But came back 5 mins later and said " the manager said the restaurant is closed, I don't know why. Please ask the manager why he said that". It clearly states that the restaurant is open until 9 pm and we went in around 3:30-4:00. The guy at the reception was very uncomfortable conveying this message and apologized . No one else was asked to leave the restaurant. It's sickening that people behave this way in 2019. Never entering that place again. It's a disgrace to the good people of korea.","1","9/17/2019","126","Korean Tofu House","667 reviews","4142 Brooklyn Ave NE","Korean","http://yelp.com/biz/korean-tofu-house-seattle","3"
"116","126","Been here a few times now, and today was probably my best experience so far. The food was good and came out promptly and had good flavor. The waitress warned us about the soondubu being spicy but the tteokbokki was way spicier and sort of caught us off guard. The service has been better than the previous visits  which was good and they have self service boxing for leftovers:)","4","6/24/2019","126","Korean Tofu House","667 reviews","4142 Brooklyn Ave NE","Korean","http://yelp.com/biz/korean-tofu-house-seattle","3"
"117","126","Food was good as usual and they served slightly more side dishes for a bigger table of 6 but they had a newer server who seemed somewhat incompetent with giving us the correct food. He messed up someone's order (wrote down the wrong number twice) and the second server come over and very coldly blamed us for not confirming with the server correctly (even though he misheard us). Service was rude to us in general and refused to say a word to us after that even though we were thanking them and generally being nice.","2","9/17/2019","126","Korean Tofu House","667 reviews","4142 Brooklyn Ave NE","Korean","http://yelp.com/biz/korean-tofu-house-seattle","3"
"118","126","I hate that this place is getting negative reviews because one guy is rude. Personally I had never had bad service here, in fact some of the staff could not be nicer. I love the no frills interior, because I really only come for the food. It's SO good and super affordable. Always generous portions of delicious banchan to share, speedy delivery of food, and great portions for the price. I'm very obsessed with the tofu dumpling soup - super spicy broth filled with lots of plump dumplings and silky tofu? Uh yes, get in my belly. We also always get the green onion and seafood pancake to share along with the bulgogi. Their bbq dishes are equally delish. I love this restaurant and will always eat here when I'm in the U district. Haters can hate, but this place is solid.","5","10/5/2019","126","Korean Tofu House","667 reviews","4142 Brooklyn Ave NE","Korean","http://yelp.com/biz/korean-tofu-house-seattle","3"
"119","126","I've heard from my Korean friends that there is no good Korean food on the Ave and I have yet to prove them wrong. I ordered the mixed tofu soup with beef, clams, shrimp, and oyster. Mixed tofu soup, soondubu, is one of my favorite dishes as it really warms the soul. I've had authentic soondubu before in Annandale, NYC, and Seoul. This is by far the saddest soondubu experience I've had unfortunately. The soup didn't come out hot and could barely cook the egg that we cracked into it, although I know some people prefer runny yolk. When my friends and I commented on how lukewarm our soups were, a woman at a neighboring table also chimed in and said she'd observed that too and was glad others agreed. The soup was sadly very watery and thin! The rice (they give purple rice with the soup) is on the stiff side. Side dishes were alright except the pajeon (Korean savory pancake) was straight up cold. But on the plus side, the service here is good. The staff is very friendly and quick to bring banchan refills. Likely won't be coming back here given the experience with the food.","2","12/27/2018","126","Korean Tofu House","667 reviews","4142 Brooklyn Ave NE","Korean","http://yelp.com/biz/korean-tofu-house-seattle","3"
"120","126","I came here with my friend one time and I ordered the Oyster Tofu soup. The flavour was decent and the side dishes were tasty especially their kimchi but it was not the best tofu soup I have had to date. What definitely diminished my experience at this place was one guy who worked there who was a bit rude to me. Whenever I asked him for more side dishes or water it made me feel like as if I was a burden. Treating your customers with decency should be your #1 area to improve since we keep your place running.","3","11/3/2019","126","Korean Tofu House","667 reviews","4142 Brooklyn Ave NE","Korean","http://yelp.com/biz/korean-tofu-house-seattle","3"
"121","127","My go-to place, drunk or not lol!The guys working here are incredibly sweet and they make the best food. You can honestly tell that they love and are passionate about what they do. Whether its 12pm or 2am, they are always full of energy and fun conversation. I've been coming here for years- before I started college and still come here after college. I love it. They've always been consistent in their hospitality.","5","11/8/2019","127","Aladdin Falafel Corner","425 reviews","4541 University Way NE","Mediterranean","http://yelp.com/biz/aladdin-falafel-corner-seattle-2","4"
"122","127","The staple for the late night drunchies and munchies here for college students at Uw Been a long time since I've been here- god the euro does not disappoint!","5","11/2/2019","127","Aladdin Falafel Corner","425 reviews","4541 University Way NE","Mediterranean","http://yelp.com/biz/aladdin-falafel-corner-seattle-2","4"
"123","127","This place is along the ave. Super friendly staff! Gyro salads are my thing!! I absolutely love. I have a go-to spot near my college campus and Aladdin's gyro salad was tasty however, I feel like there was a lot going on!! I should ask for the dressing on the side (tzaziki sauce), I usually feel refreshed eating gyro salads but this was one loaded with dressing and the meat was seasoned a little differently than what I'm used to. Don't get me wrong, the salad was good! But not as refreshing as I would like. I feel like I would be more inclined to get a gyro pita :)","3","10/17/2019","127","Aladdin Falafel Corner","425 reviews","4541 University Way NE","Mediterranean","http://yelp.com/biz/aladdin-falafel-corner-seattle-2","4"
"124","127","This gyro/falafel joint seems to be a classic on the Ave for late night dining and for good reason too. They're open late into the night, serve greasy and good food fast and for a decent price. I ordered the lamb gyro with hot sauce and a side of falafel. The gyro meat was tender but the hot sauce was a little overpowering and the last few bites were a little soggy and full of the sauce and drippings from the meat. Overall I enjoyed the gyro.The falafel I got on the other hand was pretty dry and crumbly, inside had a nice texture of the lentils but I felt they fried it a little too hard. The side of white sauce didn't do much to combat its dryness. Overall it's a pretty good option for late night grub and I would eat here again.","3","8/12/2019","127","Aladdin Falafel Corner","425 reviews","4541 University Way NE","Mediterranean","http://yelp.com/biz/aladdin-falafel-corner-seattle-2","4"
"125","127","Open super late, cheap eat, well-known to everyone around UW. Highly recommend their falafel shwarma and if you want to save a bit of money use cash as they charge for smaller payments with card. Personally I wasn't wowed by their meats and their place inside is not the nicest, but for the low price, open hours, and good taste it gets a solid 4 stars from me.","4","8/24/2019","127","Aladdin Falafel Corner","425 reviews","4541 University Way NE","Mediterranean","http://yelp.com/biz/aladdin-falafel-corner-seattle-2","4"
"126","127","Aladdin falafel corner is one of the U district classic institutions. I recalled that it has been there since 10 years back in the simpler university days. However, surprisingly after all this time I havent been here and it took my 30 year something self to finally try out this institution.I opted for a aladdin fries during my last visit! It is essentially $9 fully loaded fries with greek feta cheese, gyro/lamb meat and tatziki dressing! Greasy yet delicious carb attack on a plate. Meat was super flavorful. Portion is large enough for 2 meals. Get it and share with your friends! or not...Will return to try other things here...","4","9/25/2018","127","Aladdin Falafel Corner","425 reviews","4541 University Way NE","Mediterranean","http://yelp.com/biz/aladdin-falafel-corner-seattle-2","4"
"127","127","This is the best shawarma and flagella sandwich I ate ever .The Greek fries are greatThe people are gentle Thanks","5","9/14/2019","127","Aladdin Falafel Corner","425 reviews","4541 University Way NE","Mediterranean","http://yelp.com/biz/aladdin-falafel-corner-seattle-2","4"
"128","127","Aladdin from Disney's Aladdin™: "I have servants who go to get falafel for me. Why, I even have servants who go to the falafel for my servants, so it couldn't have been me you seen at Aladdin Falafel Corner in Seattle, Wa"! On a dark, cold, and desolate night with barley enough strength to hold myself upright (possible due to being hangry and/or too much Hennessy) I stumbled upon a sign.. a sign light like a Casino.. but not a Vegas one, more like one you go to here (the ones you never really win at, but you go have the omelet bar your gam-gam). Having heard wonderers, wise men (women), and broke college kids whisper in the shadows that if you want lamb wrapped in carbs and drizzled with garlic yogurt this is this the place!! I immediately located my Bank app.. confirmed my fortune ($21.84) and entered the estiatório  (restaurant). The food: This was hands down the BEST gyro I've had in WA (Might be due to cooks being Turkish or Greek or just plain magic; i.e. it's uber authentic)!!! Even at night the food was fresh and piping hot like they had just cut it off the spindle (YUM). The toppings and sauce were all fresh and perfectly seasoned! While we didn't get any sides because we had planned on trying several different places, their greek fries looked and smelled tremendous! I will definitely be back! Pros-The Food -Cheap -They have sides and deserts -Parking Cons-Is by university (I too am a Huskie and while I LOVE all huskies, 18/19 year olds can get "wicked" annoying and loud) -Small dining area","5","11/18/2018","127","Aladdin Falafel Corner","425 reviews","4541 University Way NE","Mediterranean","http://yelp.com/biz/aladdin-falafel-corner-seattle-2","4"
"129","127","Greek fries is a must order at this gem. Lamb shawarma was absolutely delicious and the Tahiti & hummus definitely elevated the whole gyro. Fair prices & pretty quick service. You'll definitely want to take a nap after a meal like this.","5","1/10/2019","127","Aladdin Falafel Corner","425 reviews","4541 University Way NE","Mediterranean","http://yelp.com/biz/aladdin-falafel-corner-seattle-2","4"
"130","127","We came here for a cheap dinner, as was recommended by a friend who frequents the area and loves Mediterranean food, and she did not steer us wrong!We were going to a lecture nearby, so needed something quick, cheap and casual, which Aladdin Falalfel Corner is.  Yet more importanly, it's an awesome eatery for Mediterranean classics, from gyros to falafels to plates with pita, hummus and the works.  You order at the register, pick a seat while you wait for your food to be served to you, and bus your own table.I ordered the Gyro Salad, which didn't take long to get and it was super filling and tasty!  My favorite part of the Gyro Salad was the tzatziki dressing!  I love greek yogurt, so it really tasted like pure greek yogurt, but with some fresh herbs and lots of lemon juice.  It was light, fragrant and really complemented the overall salad!  The gyro meat was also very tender and plentiful - you definitely get your money's worth and more.  My salad was only $8.99, which compared to other Mediterranean joints with gyro salads at $10+, this one was WAYYY better.If you're looking for an affordable meal on the Ave and love Mediterranean food, then you'll want to visit Aladdin's!","5","3/21/2018","127","Aladdin Falafel Corner","425 reviews","4541 University Way NE","Mediterranean","http://yelp.com/biz/aladdin-falafel-corner-seattle-2","4"
"131","127","This is a Seattle classic specially if you went/go to UW. Must try if you have a late night. I would recommend going to the restaurant vs the quick shop for ambiance but flavor/price is excellent on both locations and a must try if you are out and about and you want the Seattle experience . I think this is as iconic as Dick's when it comes to late night munchies.","5","5/29/2019","127","Aladdin Falafel Corner","425 reviews","4541 University Way NE","Mediterranean","http://yelp.com/biz/aladdin-falafel-corner-seattle-2","4"
"132","127","Yum! Our favorite for Friday night delivery. We get the vegan cauliflower wrap and a side of rice. It's very comforting. Also the fires are tasty! Well priced and delicious","4","8/16/2019","127","Aladdin Falafel Corner","425 reviews","4541 University Way NE","Mediterranean","http://yelp.com/biz/aladdin-falafel-corner-seattle-2","4"
"133","127","As much as it pains me, this experience was slightly below average. The original "Ave" spot down the way was a total staple in college and introduced me to the magic that is the Gyro! Seriously, it may be my favorite meat! That's why this was such a letdown.We wandered in as I was in a hangry state and wished to satisfy my cravings with the best meat since time started. The dudes working were super chill and took my order right away. It was out in a few minutes and the combo looked great. That's where it ended. The fries were unfortunately really bland. A little salt would go a long way. The gyro was served on an excellent pita but the meat was slightly cold and wasn't crisped at all. It was probably the least satisfying Gyro I've ever had and it made my heart sink a bit. I imagine they do better on a regular basis and had one aspect been off, I'd give them the benefit of my doubt, but when both items are sub par, well sir- the masses deserve to know.I truly hope my blah lunch was a dual misfire. Others seems to be enjoying their meals, though maybe they got something. We'll be heading down the street next time as no mediocre experience will deter us from the deliciousness that is the Gyro!","2","12/10/2017","127","Aladdin Falafel Corner","425 reviews","4541 University Way NE","Mediterranean","http://yelp.com/biz/aladdin-falafel-corner-seattle-2","4"
"134","127","I ordered the Gyro beef & lamb and I have to say that this is the best gyro I ever ate! It's simple but very tasty. Would reccomend everyone to try eat here!","5","1/23/2019","127","Aladdin Falafel Corner","425 reviews","4541 University Way NE","Mediterranean","http://yelp.com/biz/aladdin-falafel-corner-seattle-2","4"
"135","127","Best. Gyro. Ever.Nuff said.Baba Ganouj also rocks and rocks hard.No frills, just awesome fare.","5","10/20/2018","127","Aladdin Falafel Corner","425 reviews","4541 University Way NE","Mediterranean","http://yelp.com/biz/aladdin-falafel-corner-seattle-2","4"
"136","127","Poor chicken shawerma, tasteless.The place is not well orgnized.Most likely not to return, hope they will improve it.Two guys inside one of them is nice and smiling to customers while the other one is so serious and barely smile.","2","4/28/2018","127","Aladdin Falafel Corner","425 reviews","4541 University Way NE","Mediterranean","http://yelp.com/biz/aladdin-falafel-corner-seattle-2","4"
"137","127","The flavor is not Greek.  Definitely not expecting a different spice then a traditional Greek sauce.   I grew up in nyc And have eaten Greek my whole life.  The place was not clean ... very dirty.   I will not return and would not recommend it.","2","8/13/2019","127","Aladdin Falafel Corner","425 reviews","4541 University Way NE","Mediterranean","http://yelp.com/biz/aladdin-falafel-corner-seattle-2","4"
"138","127","I've seen better Mediterranean restaurants. I asked to toast my gyro, didn't get to that. Got the chicken shishtawook sandwich. The chicken was burnt. They have ayran (salty yogurt drink) which is a positive. Had a side of falafel, which was too salty and overly fried.","2","5/1/2019","127","Aladdin Falafel Corner","425 reviews","4541 University Way NE","Mediterranean","http://yelp.com/biz/aladdin-falafel-corner-seattle-2","4"
"139","127","Service is always awesome even when they have a full house. The staff was friendly and observant. The place has a nice atmosphere. Food is like a restaurant in Louisville I loved.","5","5/31/2019","127","Aladdin Falafel Corner","425 reviews","4541 University Way NE","Mediterranean","http://yelp.com/biz/aladdin-falafel-corner-seattle-2","4"
"140","127","[Ambiance] This place is quite a small place on the Ave, quite easy to miss. When you go in, there are a few tables where you can sit and dine in, although many people would take the food to go. During the night, the place gets quite crowded and you can observe a lot of drunk college kids waiting to pick up their food.[Food] Their food is phenomenal! I usually get a regular gyro or a lunch gyro dish combo and they are amazing. The meat is more flavorful and seasoned compared to other gyro places I have been to. I love how they fill the sandwich with enough tzatziki sauce that makes all the ingredients blend well together. Their lunch dish combo is a great deal, considering you can probably get your two meals out of one. [Price& Service] This place is very affordable. You'll pay between $6.50-$9.50 depending what you get. This place does not offer much service and the owners look very fatigue at times but you don't expect too much service going to a gyro place so you can definitely overlook that. Overall, I definitely recommend this place and this place goes on my *DIMELIST*. If you are wondering what to get, just go for this one, trust me, you won't be disappointed!","5","1/10/2018","127","Aladdin Falafel Corner","425 reviews","4541 University Way NE","Mediterranean","http://yelp.com/biz/aladdin-falafel-corner-seattle-2","4"
"141","128","I stopped by for lunch as it is very close to the Health Sciences Building at UW. If you're in a hurry or want to skip the wait, they have a take out window. The tacos here are good, but nothing to write home about. I ordered 3 carnitas tacos and the pork was lukewarm and slightly dry but you can tell it had been seasoned well and would probably have been perfectly cooked if they had served it right away. I will say the quality of the rest of their ingredients were good and as tacos don't have many hidden ingredients, it's a great place to stop if you're looking for something on the healthier side. If you do go the take-out route, be sure to ask for extra salsa as they have them ready in small to go containers.","4","8/12/2019","128","Agua Verde Cafe","959 reviews","1303 NE Boat St","Mexican","http://yelp.com/biz/agua-verde-cafe-seattle","3"
"142","128","Food is alright, but the setting is wonderful!  I visited Agua Verde Cafe for lunch with my friend who works at UW, as this is her usual spot.  If only it was sunny when we had visited! For lunch on a weekday the place was pretty steady, but lots of seating was available, including the sunroom area, which had nice views of the water.  On sunny days they do have a patio area that's open, which is the best seating of the entire joint. When you walk in you order at the counter and are given a number, for staff to deliver food to your table.  They have the standard Mexican favorites, with a long list of different tacos.  While my friend ordered the fish tacos I ordered the nachos with carnitas.  Though on the menu it says you can add chicken to your nachos, you can substitute for another meat.  There's also a salsa bar here, with four different salsas.  Food didn't take too long to get.  My friend liked her fish tacos, which came with chips, so the salsas came in handy.  My nachos weren't horrible or anything, but they're not my favorite.  The queso was lukewarm, which is my biggest complaint, and the carnitas were slightly overcooked.  But everything else was fine.  The salsas added some necessary heat, even if the dish came with jalapenos.  I've had better nachos, but they weren't bad. Agua Verde Cafe serves average food, but I would come back, for the awesome setting.  Plus, they have happy hour and a full bar menu, with a marg with my name on it when I visit again when I don't have anything else to do that day!","3","10/19/2019","128","Agua Verde Cafe","959 reviews","1303 NE Boat St","Mexican","http://yelp.com/biz/agua-verde-cafe-seattle","3"
"143","128","I work closeby and stumbled into this cafe on a rare sunny day in Seattle this month with a friend. It was cold, and I only came in with the intention of grabbing some hot cocoa, but was surprised to see that their lunch menu was more extensive than I thought! They have cocktails, coffees/teas, tacos, quesadillas, burritos, and other rice dishes. Of course I took this as an opportunity to try out a couple of dishes for the Yelp community ;) My friend got the carnitas tacos and I ordered a mango quesadilla. For drinks we ordered a Mexican mocha and a chai (advice: the Mexican mocha was better). We got seated right by the water and had a beautiful view of the lake for lunch. The food overall was pricey for the portions, especially since there are so many other (more affordable) food options nearby on University. Despite the price, I'd say the taste was pretty good! My friend really liked the carnitas tacos, and she's from New Mexico, so I believe that gives her some credibility. My mango quesadilla was good as well, packed with more mango than I expected. There are huge bowls of self-serve salsa, and they are fantastic. Even though I didn't order it, I'd recommend ordering a chips and salsa plate if you come by here with the munchies. I saw a table nearby me order this dish and got a mound of chips (and unlimited salsa!). The staff were friendly and attentive, though everything was pretty much self-serve. The drinks were warm, and what I needed on the cold day, though the chai was more of a horchata than a chai. They also have a window out in the front of the restaurant to order coffee/drinks for people who are on the go. I've heard that you can also rent paddleboats/kayaks there (or maybe at a place really nearby?). Overall, the food was good and I would come back whenever I have some extra spending money and a hankering for some good Mexican mocha.","3","10/7/2019","128","Agua Verde Cafe","959 reviews","1303 NE Boat St","Mexican","http://yelp.com/biz/agua-verde-cafe-seattle","3"
